Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000140	0.0	Gene Group 1	detoxification	Cytochrome P450 6w1(Cyp6w1)	6	26	8	8	9	8	14	17	1	6	5	3	2	6	25	rna-NM_001299216.1	FBgn0033065	The gene Cytochrome P450 6w1 is referred to in FlyBase by the symbol Dmel\Cyp6w1 (CG8345, FBgn0033065). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:6173684..6176195. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; iron ion binding. It is involved in the biological process described with: response to DDT; insecticide catabolic process. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late larval stages, in adult male stages.
N0.HOG0000141	0.0	Gene Group 4	Esterase and mating behavior	Esterase P(Est-P)	2	7	21	4	8	8	11	9	3	6	12	9	9	10	19	rna-NM_176323.2	FBgn0000594	The gene Esterase P is referred to in FlyBase by the symbol Dmel\Est-P (CG17148, FBgn0000594). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:12190733..12192528. Its molecular function is described by: serine hydrolase activity; carboxylesterase activity. The biological processes in which it is involved are not known. 39 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: electrophoretic variant; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late larval stages.
N0.HOG0000142	0.0	None	None	Juvenile hormone binding protein 12 (from API summary)	1	19	13	4	26	9	10	17	2	6	2	3	2	4	25	rna-NM_143008.3	FBgn0039203	The gene Juvenile hormone binding protein 12 is referred to in FlyBase by the symbol Dmel\Jhbp12 (CG13618, FBgn0039203). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:24524794..24527533. Its molecular function is unknown. It is involved in the biological process described with: circadian rhythm. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.
N0.HOG0000145	0.0	Gene Group 34	uncharacterized	uncharacterized protein(CG31974)	2	4	1	1	10	5	25	19	6	11	11	5	8	8	24	rna-NM_001272871.1	FBgn0051974	This gene is referred to in FlyBase by the symbol Dmel\CG31974 (FBgn0051974). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:141077..143091. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 14 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.
N0.HOG0000160	0.035	None	None	None	1	3	7	2	3	1	1	1	4	4	1	1	2	2	6	rna-NM_001300675.1	FBgn0039754	This gene is referred to in FlyBase by the symbol Dmel\CG9747 (FBgn0039754). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:30185423..30191252. Its molecular function is described by: stearoyl-CoA 9-desaturase activity; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; iron ion binding. It is involved in the biological process described with: unsaturated fatty acid biosynthetic process; lipid metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: phenotype; increased mortality during development; lethal - all die before end of P-stage; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, during early pupal stages.
N0.HOG0000161	0.0	None	None	None	1	1	1	1	8	8	19	10	1	1	1	1	1	2	18	rna-NM_169500.2	FBgn0038130	This gene is referred to in FlyBase by the symbol Dmel\CG8630 (FBgn0038130). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:13279721..13284527. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; stearoyl-CoA 9-desaturase activity; iron ion binding. It is involved in the biological process described with: unsaturated fatty acid biosynthetic process; lipid metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
N0.HOG0000164	0.0	Gene Group 21	transcription regulation	uncharacterized protein(CG8765)	1	1	19	9	2	1	1	3	4	1	17	4	5	5	18	rna-NM_140884.3	FBgn0036900	This gene is referred to in FlyBase by the symbol Dmel\CG8765 (FBgn0036900). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 3L:19683941..19687353. Its molecular function is described by: . It is involved in the biological process described with: dendrite morphogenesis; regulation of transcription by RNA polymerase II. 8 alleles are reported. The phenotypes of these alleles manifest in: external sensillum; sense organ; abdominal anterior ventral multidendritic neuron vdaa; anterior-posterior subdivision of organism; cuboidal/columnar epithelium. The phenotypic classes of alleles include: some die during pupal stage; abnormal neuroanatomy; lethal; partially lethal - majority die; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0000165	0.012	Gene Group 21	transcription regulation	Dorsal interacting protein 3(Dlip3)	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	rna-NM_080264.4	FBgn0040465	The gene Dorsal interacting protein 3 is referred to in FlyBase by the symbol Dmel\Dlip3 (CG12767, FBgn0040465). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:18128494..18130246. Its molecular function is described by: transcription coactivator activity; DNA binding; DNA-binding transcription factor activity; basal RNA polymerase II transcription machinery binding. It is involved in the biological process described with 8 unique terms, many of which group under: response to stimulus; immune response; dorsal/ventral pattern formation; immune system process; appendage development. 17 alleles are reported. The phenotypes of these alleles manifest in: plasma membrane bounded cell projection; rhabdomere; cell projection; cellular anatomical structure; cone cell. The phenotypic classes of alleles include: phenotype; partially lethal; increased mortality; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages.
N0.HOG0000166	0.001	Gene Group 21	transcription regulation	uncharacterized protein(CG13204)	1	2	5	2	1	1	1	2	2	1	4	2	2	4	4	rna-NM_136834.2	FBgn0033627	This gene is referred to in FlyBase by the symbol Dmel\CG13204 (FBgn0033627). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:11366710..11370287. Its molecular function is described by: DNA binding. The biological processes in which it is involved are not known. 18 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed during early pupal stages.
N0.HOG0000173	0.0	Gene Group 25	glycolysis and early development (and other)	kin of rumpel(kumpel)	4	22	16	3	12	7	2	6	2	1	1	1	1	1	21	rna-NM_143189.4	FBgn0250757	The gene kin of rumpel is referred to in FlyBase by the symbol Dmel\kumpel (CG42235, FBgn0250757). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (all unique). Gene sequence location is 3R:25907022..25921046. Its molecular function is described by: symporter activity; transmembrane transporter activity; solute:sodium symporter activity. It is involved in the biological process described with: transmembrane transport; sodium ion transport. 29 alleles are reported. The phenotypes of these alleles manifest in: eye; trichogen cell; orbital bristle; wing vein. The phenotypic classes of alleles include: increased mortality during development; partially lethal; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0000174	0.0	Gene Group 25	glycolysis and early development (and other)	uncharacterized protein(CG3106)	11	19	13	4	7	13	10	17	3	1	2	3	5	1	18	rna-NM_001298131.1	FBgn0030148	This gene is referred to in FlyBase by the symbol Dmel\CG3106 (FBgn0030148). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:9659095..9662903. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
N0.HOG0000177	0.0	Gene Group 30	pheromone sensing	Gustatory receptor 64e(Gr64e)	3	6	10	6	11	12	12	19	4	5	9	6	3	1	18	rna-NM_001031935.2	FBgn0045476	The gene Gustatory receptor 64e is referred to in FlyBase by the symbol Dmel\Gr64e (CG32258, FBgn0045476). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3L:4032141..4035703. Its molecular function is described by: ligand-gated monoatomic ion channel activity; ionotropic sweet taste receptor activity; taste receptor activity; sweet taste receptor activity. It is involved in the biological process described with: sensory perception of sweet taste; detection of chemical stimulus involved in sensory perception of taste; monoatomic ion transmembrane transport. 11 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal feeding behavior; abnormal taste perception; abnormal proboscis extension reflex. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
