Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000120	0.0	Gene Group 4	Esterase and mating behavior	-0.023840710846801966	0.2432536293283151	-0.0022401847230646495	0.026850144876345683	alpha-Esterase-6(alpha-Est6)	14	3	12	4	13	15	31	20	4	8	3	3	4	3	28	rna-NM_079538.3	FBgn0015574	The gene alpha-Esterase-6 is referred to in FlyBase by the symbol Dmel\α-Est6 (CG1108, FBgn0015574). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:7524567..7528777. Its molecular function is described by: carboxylesterase activity. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0000127	0.0	Gene Group 22	transcription regulation	0.017546919528976575	0.3182531781239681	0.0005323931081041316	0.5757903321091119	uncharacterized protein(CG5180)	1	2	9	1	1	2	2	1	1	1	2	2	6	1	8	rna-NM_142635.2	FBgn0043457	This gene is referred to in FlyBase by the symbol Dmel\CG5180 (FBgn0043457). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:20557930..20559760. Its molecular function is unknown. The biological processes in which it is involved are not known. 9 alleles are reported. The phenotypes of these alleles manifest in: dorsocentral bristle; scutellar bristle; thecogen cell; trichogen cell. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0000140	0.0	Gene Group 1	Cytochrome P450	0.007430043312966749	0.7286375887369507	0.00030145542591610025	0.7920270858115639	Cytochrome P450 6w1(Cyp6w1)	6	26	8	8	9	8	14	17	1	6	5	3	2	6	25	rna-NM_001299216.1	FBgn0033065	The gene Cytochrome P450 6w1 is referred to in FlyBase by the symbol Dmel\Cyp6w1 (CG8345, FBgn0033065). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:6173684..6176195. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; iron ion binding. It is involved in the biological process described with: response to DDT; insecticide catabolic process. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late larval stages, in adult male stages.
N0.HOG0000141	0.0	Gene Group 4	Esterase and mating behavior	0.028824331988699756	0.038122534635745366	0.0011336544219784264	0.14373433429040058	Esterase P(Est-P)	2	7	21	4	8	8	11	9	3	6	12	9	9	10	19	rna-NM_176323.2	FBgn0000594	The gene Esterase P is referred to in FlyBase by the symbol Dmel\Est-P (CG17148, FBgn0000594). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:12190733..12192528. Its molecular function is described by: serine hydrolase activity; carboxylesterase activity. The biological processes in which it is involved are not known. 39 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: electrophoretic variant; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late larval stages.
N0.HOG0000142	0.0	None	None	-0.006729137398705522	0.7921809907513688	-0.0004198219499504097	0.7577475202004758	Juvenile hormone binding protein 12 (from API summary)	1	19	13	4	26	9	10	17	2	6	2	3	2	4	25	rna-NM_143008.3	FBgn0039203	The gene Juvenile hormone binding protein 12 is referred to in FlyBase by the symbol Dmel\Jhbp12 (CG13618, FBgn0039203). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:24524794..24527533. Its molecular function is unknown. It is involved in the biological process described with: circadian rhythm. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.
N0.HOG0000145	0.0	Gene Group 34	uncharacterized	0.0056930413574614895	0.8184523493982454	0.0007359957662039102	0.5757113894659475	uncharacterized protein(CG31974)	2	4	1	1	10	5	25	19	6	11	11	5	8	8	24	rna-NM_001272871.1	FBgn0051974	This gene is referred to in FlyBase by the symbol Dmel\CG31974 (FBgn0051974). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:141077..143091. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 14 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.
N0.HOG0000161	0.0	None	None	-0.006655830536321442	0.8124462889302637	-0.0015795628007530024	0.27934948162256645	None	1	1	1	1	8	8	19	10	1	1	1	1	1	2	18	rna-NM_169500.2	FBgn0038130	This gene is referred to in FlyBase by the symbol Dmel\CG8630 (FBgn0038130). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:13279721..13284527. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; stearoyl-CoA 9-desaturase activity; iron ion binding. It is involved in the biological process described with: unsaturated fatty acid biosynthetic process; lipid metabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
N0.HOG0000164	0.0	Gene Group 22	transcription regulation	0.04001876384883947	0.11667643796553444	0.0014763147863631472	0.2915897001906347	uncharacterized protein(CG8765)	1	1	19	9	2	1	1	3	4	1	17	4	5	5	18	rna-NM_140884.3	FBgn0036900	This gene is referred to in FlyBase by the symbol Dmel\CG8765 (FBgn0036900). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 3L:19683941..19687353. Its molecular function is described by: . It is involved in the biological process described with: dendrite morphogenesis; regulation of transcription by RNA polymerase II. 8 alleles are reported. The phenotypes of these alleles manifest in: external sensillum; sense organ; abdominal anterior ventral multidendritic neuron vdaa; anterior-posterior subdivision of organism; cuboidal/columnar epithelium. The phenotypic classes of alleles include: some die during pupal stage; abnormal neuroanatomy; lethal; partially lethal - majority die; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0000165	0.012	Gene Group 22	transcription regulation	0.014150905142096878	0.113472194383395	0.0010895960830118927	0.014014524445484665	Dorsal interacting protein 3(Dlip3)	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	rna-NM_080264.4	FBgn0040465	The gene Dorsal interacting protein 3 is referred to in FlyBase by the symbol Dmel\Dlip3 (CG12767, FBgn0040465). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:18128494..18130246. Its molecular function is described by: transcription coactivator activity; DNA binding; DNA-binding transcription factor activity; basal RNA polymerase II transcription machinery binding. It is involved in the biological process described with 8 unique terms, many of which group under: response to stimulus; immune response; dorsal/ventral pattern formation; immune system process; appendage development. 17 alleles are reported. The phenotypes of these alleles manifest in: plasma membrane bounded cell projection; rhabdomere; cell projection; cellular anatomical structure; cone cell. The phenotypic classes of alleles include: phenotype; partially lethal; increased mortality; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages.
N0.HOG0000166	0.001	Gene Group 22	transcription regulation	0.023872596801285256	0.07415452442288102	0.0015225557074266128	0.026976950713997992	uncharacterized protein(CG13204)	1	2	5	2	1	1	1	2	2	1	4	2	2	4	4	rna-NM_136834.2	FBgn0033627	This gene is referred to in FlyBase by the symbol Dmel\CG13204 (FBgn0033627). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:11366710..11370287. Its molecular function is described by: DNA binding. The biological processes in which it is involved are not known. 18 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed during early pupal stages.
N0.HOG0000173	0.0	Gene Group 26	glycolysis and early development (and other)	-0.0404966471334367	0.13649370051704385	-0.0017497257514680884	0.23569414488977983	kin of rumpel(kumpel)	4	22	16	3	12	7	2	6	2	1	1	1	1	1	21	rna-NM_143189.4	FBgn0250757	The gene kin of rumpel is referred to in FlyBase by the symbol Dmel\kumpel (CG42235, FBgn0250757). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (all unique). Gene sequence location is 3R:25907022..25921046. Its molecular function is described by: symporter activity; transmembrane transporter activity; solute:sodium symporter activity. It is involved in the biological process described with: transmembrane transport; sodium ion transport. 29 alleles are reported. The phenotypes of these alleles manifest in: eye; trichogen cell; orbital bristle; wing vein. The phenotypic classes of alleles include: increased mortality during development; partially lethal; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0000174	0.0	Gene Group 26	glycolysis and early development (and other)	-0.034751085541250344	0.15138885930091364	-0.002237080090088968	0.07643738525441755	uncharacterized protein(CG3106)	11	19	13	4	7	13	10	17	3	1	2	3	5	1	18	rna-NM_001298131.1	FBgn0030148	This gene is referred to in FlyBase by the symbol Dmel\CG3106 (FBgn0030148). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:9659095..9662903. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
